Date,Time,Month,epoch_format,zigduino-3:humidity,zigduino-3:temperature,zigduino-4:humidity,zigduino-4:temperature
2020-04-01,12:00:00,4,1585742400000.0,4.282554107900275,18.475896645257794,1.0,19.49980460497689
2020-04-01,14:00:00,4,1585749600000.0,4.390675666011425,18.734645466775216,1.0,19.478925251078955
2020-04-01,16:00:00,4,1585756800000.0,4.205931584583823,18.85007619012592,1.0,19.442149116372363
2020-04-01,18:00:00,4,1585764000000.0,3.811039787094159,18.805568407568497,1.0,19.522858027469635
2020-04-01,20:00:00,4,1585771200000.0,3.691877138340132,18.62611353062951,1.0,19.56951875786472
2020-04-01,22:00:00,4,1585778400000.0,3.774260169164486,18.50039084459536,1.0,19.64074851346688
2020-04-02,00:00:00,4,1585785600000.0,4.016371222267763,18.408569085972346,1.0,19.760586028754588
2020-04-02,02:00:00,4,1585792800000.0,4.362610032453624,18.34855490030314,1.0,19.884912331388783
2020-04-02,04:00:00,4,1585800000000.0,4.563530993411696,18.255966414926107,1.0,19.901143915387728
2020-04-02,06:00:00,4,1585807200000.0,4.782900714661275,18.17019872090325,1.0,19.908933209281336
2020-04-02,08:00:00,4,1585814400000.0,4.572124477606922,18.027010153286422,1.0,19.68823463322812
2020-04-02,10:00:00,4,1585821600000.0,4.47180737949965,18.050858533157808,1.0,19.314361586906823
2020-04-02,12:00:00,4,1585828800000.0,4.449022927808735,18.307062888132133,1.0,19.18710645643187
2020-04-02,14:00:00,4,1585836000000.0,4.722902983314743,18.572854430044934,1.0,19.21582740629293
2020-04-02,16:00:00,4,1585843200000.0,4.578796814035131,18.698549050182557,1.0,19.27835267433651
2020-04-02,18:00:00,4,1585850400000.0,4.523112331398367,18.667983886335417,1.0,19.259782453638664
2020-04-02,20:00:00,4,1585857600000.0,4.820139569830245,18.444158893752917,1.0,19.48863917508495
2020-04-02,22:00:00,4,1585864800000.0,5.68361478134709,18.393300360595106,1.0,19.625719151083
2020-04-03,00:00:00,4,1585872000000.0,6.254494732814685,18.399608773934915,1.0,19.659679604242168
2020-04-03,02:00:00,4,1585879200000.0,6.51780877575871,18.36166032363881,1.0,19.72516437059337
2020-04-03,04:00:00,4,1585886400000.0,6.752561074474518,18.302539402175764,1.0,19.83160694903779
2020-04-03,06:00:00,4,1585893600000.0,6.998227037698484,18.253189926222017,1.0,19.83384917396064
2020-04-03,08:00:00,4,1585900800000.0,7.585638550321122,18.169714534357556,1.0,19.64041908248188
2020-04-03,10:00:00,4,1585908000000.0,8.045429278451582,18.199107481696267,1.0,19.38274926440498
2020-04-03,12:00:00,4,1585915200000.0,8.364535941731573,18.406196574539216,1.0,19.194502551296782
2020-04-03,14:00:00,4,1585922400000.0,8.060851503599796,18.397766532551884,1.0,19.159581904068578
2020-04-03,16:00:00,4,1585929600000.0,7.845694455281888,18.37420747547988,1.0,19.10089361586108
2020-04-03,18:00:00,4,1585936800000.0,8.064610774178362,18.3392402463674,1.0,19.0948363701447
2020-04-03,20:00:00,4,1585944000000.0,8.785806013933861,18.30092040206366,1.0,19.15840953659196
